title,description,department,year
6.1903 Introduction to Low-level Programming in C and Assembly,"6.1903 Introduction to Low-level Programming in C and Assembly(); first half of termPrereq:6.100AUnits: 2-2-2Credit cannot also be received for6.1904Ends Mar 21.Lecture:M9.30-11(32-123)Lab:W9.30-12(38-530) orW12-2.30(38-530) orW2.30-5(38-530)Recitation:T9.30-11(45-230) orT11-12.30(45-230) orT1-2.30(45-230) orT2.30-4(2-190) orT9.30-11(32-144) orT11-12.30(32-141) orT1-2.30(32-155) orT2.30-4(36-155)Introduction to C and assembly language for students coming from a Python background (6.100A). Studies the C language, focusing on memory and associated topics including pointers, how different data structures are stored in memory, the stack, and the heap in order to build a strong understanding of the constraints involved in manipulating complex data structures in modern computational systems. Studies assembly language to facilitate a firm understanding of how high-level languages are translated to machine-level instructions.J. D. Steinmeyer, S. Z. Hanono WachmanNo textbook information available",EECS,2022
6.1904 Introduction to Low-level Programming in C and Assembly,"6.1904 Introduction to Low-level Programming in C and Assembly(); second half of termPrereq:6.100AUnits: 2-2-2Credit cannot also be received for6.1903Begins Mar 31.Lecture:M9.30-11(32-123)Lab:W9.30-12(38-530) orW12-2.30(38-530) orW2.30-5(38-530)Recitation:T9.30-11(45-230) orT11-12.30(45-230) orT1-2.30(45-230) orT2.30-4(2-190) orT9.30-11(32-144) orT11-12.30(32-141) orT1-2.30(32-155) orT2.30-4(36-155)Introduction to C and assembly language for students coming from a Python background (6.100A). Studies the C language, focusing on memory and associated topics including pointers, how different data structures are stored in memory, the stack, and the heap in order to build a strong understanding of the constraints involved in manipulating complex data structures in modern computational systems. Studies assembly language to facilitate a firm understanding of how high-level languages are translated to machine-level instructions.J. D. Steinmeyer, S. Z. Hanono WachmanNo textbook information available",EECS,2022
6.1910 Computation Structures,"6.1910 Computation Structures(,)Prereq:Physics II (GIR),6.100A, and (Coreq:6.1903or6.1904); or permission of instructorUnits: 4-0-8Lecture:TR1(32-123)Recitation:WF10(34-302) orWF11(34-302) orWF12(34-302) orWF1(34-302) orWF2(34-302) orWF3(34-302) orWF10(35-308) orWF11(35-308) orWF12(35-308) orWF1(35-308) orWF2(8-205) orWF3(8-205)Provides an introduction to the design of digital systems and computer architecture. Emphasizes expressing all hardware designs in a high-level hardware description language and synthesizing the designs. Topics include combinational and sequential circuits, instruction set abstraction for programmable hardware, single-cycle and pipelined processor implementations, multi-level memory hierarchies, virtual memory, exceptions and I/O, and parallel systems.Fall:S. Hanono WachmanSpring:S. Hanono WachmanNo textbook information available",EECS,2022
6.1920 Constructive Computer Architecture,"6.1920 Constructive Computer Architecture()Prereq:6.1910Units: 3-8-1Illustrates a constructive (as opposed to a descriptive) approach to computer architecture. Topics include combinational and pipelined arithmetic-logic units (ALU), in-order pipelined microarchitectures, branch prediction, blocking and unblocking caches, interrupts, virtual memory support, cache coherence and multicore architectures. Labs in a modern Hardware Design Language (HDL) illustrate various aspects of microprocessor design, culminating in a term project in which students present a multicore design running on an FPGA board.Staff",EECS,2022
6.5900 Computer System Architecture,"6.5900 Computer System Architecture()Prereq:6.1910Units: 4-0-8Introduction to the principles underlying modern computer architecture. Emphasizes the relationship among technology, hardware organization, and programming systems in the evolution of computer architecture. Topics include pipelined, out-of-order, and speculative execution; caches, virtual memory and exception handling, superscalar, very long instruction word (VLIW), vector, and multithreaded processors; on-chip networks, memory models, synchronization, and cache coherence protocols for multiprocessors.J. Emer",EECS,2022
6.5910 Complex Digital Systems Design,"6.5910 Complex Digital Systems Design()Not offered regularly; consult departmentPrereq:6.1910Units: 5-5-2Introduction to the design and implementation of large-scale digital systems using hardware description languages and high-level synthesis tools in conjunction with standard commercial electronic design automation (EDA) tools. Emphasizes modular and robust designs, reusable modules, correctness by construction, architectural exploration, meeting area and timing constraints, and developing functional field-programmable gate array (FPGA) prototypes. Extensive use of CAD tools in weekly labs serve as preparation for a multi-person design project on multi-million gate FPGAs. Enrollment may be limited.Staff",EECS,2022
6.5920 Parallel Computing,"6.5920 Parallel Computing()Not offered regularly; consult departmentPrereq:6.1910or permission of instructorUnits: 3-0-9Introduction to parallel and multicore computer architecture and programming. Topics include the design and implementation of multicore processors; networking, video, continuum, particle and graph applications for multicores; communication and synchronization algorithms and mechanisms; locality in parallel computations; computational models, including shared memory, streams, message passing, and data parallel; multicore mechanisms for synchronization, cache coherence, and multithreading. Performance evaluation of multicores; compilation and runtime systems for parallel computing. Substantial project required.Staff",EECS,2022
6.5930 Hardware Architecture for Deep Learning,"6.5930 Hardware Architecture for Deep Learning()(Subject meets with6.5931)Prereq:6.1910and (6.3000or6.3900)Units: 3-3-6Lecture:MW1-2.30(54-100)Lab:TBARecitation:F11(32-155)Introduction to the design and implementation of hardware architectures for efficient processing of deep learning algorithms and tensor algebra in AI systems. Topics include basics of deep learning, optimization principles for programmable platforms, design principles of accelerator architectures, co-optimization of algorithms and hardware (including sparsity) and use of advanced technologies (including memristors and optical computing). Includes labs involving modeling and analysis of hardware architectures, architecting deep learning inference systems, and an open-ended design project. Students taking graduate version complete additional assignments.V. Sze, J. EmerNo textbook information available",EECS,2022
6.5931 Hardware Architecture for Deep Learning,"6.5931 Hardware Architecture for Deep Learning()(Subject meets with6.5930)Prereq:6.1910and (6.3000or6.3900)Units: 3-3-6Lecture:MW1-2.30(54-100)Lab:TBARecitation:F11(32-155)Introduction to the design and implementation of hardware architectures for efficient processing of deep learning algorithms and tensor algebra in AI systems. Topics include basics of deep learning, optimization principles for programmable platforms, design principles of accelerator architectures, co-optimization of algorithms and hardware (including sparsity) and use of advanced technologies (including memristors and optical computing). Includes labs involving modeling and analysis of hardware architectures, architecting deep learning inference systems, and an open-ended design project. Students taking graduate version complete additional assignments.V. Sze, J. EmerNo textbook information available",EECS,2022
6.5940 TinyML and Efficient Deep Learning Computing,"6.5940 TinyML and Efficient Deep Learning Computing()Prereq:6.1910and6.3900Units: 3-0-9Introduces efficient deep learning computing techniques that enable powerful deep learning applications on resource-constrained devices. Topics include model compression, pruning, quantization, neural architecture search, distributed training, data/model parallellism, gradient compression, on-device fine-tuning. It also introduces application-specific acceleration techniques for video recognition, point cloud, and generative AI (diffusion model, LLM). Students will get hands-on experience accelerating deep learning applications with an open-ended design project.S. Han",EECS,2022
